year,country,brand,sales
2010,USA,Jeep,224
2010,USA,Kia,221
2010,USA,Land Rover,238
2010,USA,Lexus,227
2010,USA,Mazda,213
2010,USA,Mercedes-Benz,219
2010,USA,Nissan,223
2010,USA,Subaru,206
2010,USA,Toyota,224
2010,USA,Volkswagen,227
2011,Australia,Audi,251
2011,Australia,BMW,216
2011,Australia,Chevrolet,209
2011,Australia,Chrysler,255
2011,Australia,Dodge,227
2011,Australia,Ford,220
2011,Australia,Honda,216
2011,Australia,Hyundai,254
2011,Australia,Jeep,226
2011,Australia,Kia,217
2011,Australia,Land Rover,226
2011,Australia,Lexus,197
2011,Australia,Mazda,228
2011,Australia,Mercedes-Benz,224
2011,Australia,Nissan,209
2011,Australia,Subaru,260
2011,Australia,Toyota,239
2011,Australia,Volkswagen,223
2011,Brazil,Audi,212
2011,Brazil,BMW,223
2011,Brazil,Chevrolet,220
2011,Brazil,Chrysler,205
2011,Brazil,Dodge,229
2011,Brazil,Ford,223
2011,Brazil,Honda,203
2011,Brazil,Hyundai,213
2011,Brazil,Jeep,229
2011,Brazil,Kia,227
2011,Brazil,Land Rover,208
2011,Brazil,Lexus,231
2011,Brazil,Mazda,228
2011,Brazil,Mercedes-Benz,241
2011,Brazil,Nissan,225
2011,Brazil,Subaru,220
2011,Brazil,Toyota,249
2011,Brazil,Volkswagen,239
2011,Canada,Audi,219
2011,Canada,BMW,214
2011,Canada,Chevrolet,215
2011,Canada,Chrysler,208
2011,Canada,Dodge,214
2011,Canada,Ford,229
2011,Canada,Honda,246
2011,Canada,Hyundai,213
2011,Canada,Jeep,227
2011,Canada,Kia,230
2011,Canada,Land Rover,217
2011,Canada,Lexus,205
2011,Canada,Mazda,205
2011,Canada,Mercedes-Benz,227
2011,Canada,Nissan,232
2011,Canada,Subaru,255
2011,Canada,Toyota,227
2011,Canada,Volkswagen,254
2011,France,Audi,232
2011,France,BMW,231
2011,France,Chevrolet,218
2011,France,Chrysler,227
2011,France,Dodge,243
2011,France,Ford,235
2011,France,Honda,217
2011,France,Hyundai,245
2011,France,Jeep,225
2011,France,Kia,222
2011,France,Land Rover,237
2011,France,Lexus,241
2011,France,Mazda,215
2011,France,Mercedes-Benz,218
2011,France,Nissan,216
2011,France,Subaru,239
2011,France,Toyota,215
2011,France,Volkswagen,208
2011,Germany,Audi,237
2011,Germany,BMW,230
2011,Germany,Chevrolet,220
2011,Germany,Chrysler,200
2011,Germany,Dodge,244
2011,Germany,Ford,215
2011,Germany,Honda,230
2011,Germany,Hyundai,220
2011,Germany,Jeep,239
2011,Germany,Kia,215
2011,Germany,Land Rover,227
2011,Germany,Lexus,201
2011,Germany,Mazda,206
2011,Germany,Mercedes-Benz,213
2011,Germany,Nissan,209
2011,Germany,Subaru,263
2011,Germany,Toyota,230
2011,Germany,Volkswagen,238
2011,Italy,Audi,222
2011,Italy,BMW,240
2011,Italy,Chevrolet,222
2011,Italy,Chrysler,214
2011,Italy,Dodge,236
2011,Italy,Ford,218
2011,Italy,Honda,201
2011,Italy,Hyundai,213
2011,Italy,Jeep,220
2011,Italy,Kia,241
2011,Italy,Land Rover,241
2011,Italy,Lexus,245
2011,Italy,Mazda,252
2011,Italy,Mercedes-Benz,266
2011,Italy,Nissan,234
2011,Italy,Subaru,236
2011,Italy,Toyota,210
2011,Italy,Volkswagen,254
2011,Japan,Audi,211
2011,Japan,BMW,232
2011,Japan,Chevrolet,218
2011,Japan,Chrysler,223
2011,Japan,Dodge,193
2011,Japan,Ford,219
2011,Japan,Honda,212
2011,Japan,Hyundai,205
2011,Japan,Jeep,215
2011,Japan,Kia,234
2011,Japan,Land Rover,196
2011,Japan,Lexus,196
2011,Japan,Mazda,211
2011,Japan,Mercedes-Benz,229
2011,Japan,Nissan,235
2011,Japan,Subaru,205
2011,Japan,Toyota,200
2011,Japan,Volkswagen,229
2011,Mexico,Audi,243
2011,Mexico,BMW,218
2011,Mexico,Chevrolet,228
2011,Mexico,Chrysler,251
2011,Mexico,Dodge,199
2011,Mexico,Ford,215
2011,Mexico,Honda,206
2011,Mexico,Hyundai,227
2011,Mexico,Jeep,227
2011,Mexico,Kia,213
2011,Mexico,Land Rover,230
2011,Mexico,Lexus,218
2011,Mexico,Mazda,227
2011,Mexico,Mercedes-Benz,220
2011,Mexico,Nissan,228
2011,Mexico,Subaru,240
2011,Mexico,Toyota,220
2011,Mexico,Volkswagen,233
2011,UK,Audi,236
2011,UK,BMW,230
2011,UK,Chevrolet,228
2011,UK,Chrysler,221
2011,UK,Dodge,223
2011,UK,Ford,228
2011,UK,Honda,233
2011,UK,Hyundai,188
2011,UK,Jeep,241
2011,UK,Kia,220
2011,UK,Land Rover,225
2011,UK,Lexus,206
2011,UK,Mazda,238
2011,UK,Mercedes-Benz,246
2011,UK,Nissan,228
2011,UK,Subaru,205
2011,UK,Toyota,199
2011,UK,Volkswagen,213
2011,USA,Audi,221
2011,USA,BMW,234
2011,USA,Chevrolet,223
2011,USA,Chrysler,226
2011,USA,Dodge,252
2011,USA,Ford,228
2011,USA,Honda,225
2011,USA,Hyundai,219
2011,USA,Jeep,206
2011,USA,Kia,213
2011,USA,Land Rover,234
2011,USA,Lexus,217
2011,USA,Mazda,218
2011,USA,Mercedes-Benz,203
2011,USA,Nissan,228
2011,USA,Subaru,209
2011,USA,Toyota,198
2011,USA,Volkswagen,230
2012,Australia,Audi,217
2012,Australia,BMW,230
2012,Australia,Chevrolet,218
2012,Australia,Chrysler,219
2012,Australia,Dodge,236
2012,Australia,Ford,216
2012,Australia,Honda,240
2012,Australia,Hyundai,189
2012,Australia,Jeep,194
2012,Australia,Kia,204
2012,Australia,Land Rover,250
2012,Australia,Lexus,201
2012,Australia,Mazda,221
2012,Australia,Mercedes-Benz,244
2012,Australia,Nissan,202
2012,Australia,Subaru,249
2012,Australia,Toyota,209
2012,Australia,Volkswagen,226
2012,Brazil,Audi,233
2012,Brazil,BMW,209
2012,Brazil,Chevrolet,216
2012,Brazil,Chrysler,214
2012,Brazil,Dodge,223
2012,Brazil,Ford,241
2012,Brazil,Honda,216
2012,Brazil,Hyundai,223
2012,Brazil,Jeep,200
2012,Brazil,Kia,239
2012,Brazil,Land Rover,205
2012,Brazil,Lexus,214
2012,Brazil,Mazda,219
2012,Brazil,Mercedes-Benz,238
2012,Brazil,Nissan,201
2012,Brazil,Subaru,206
2012,Brazil,Toyota,202
2012,Brazil,Volkswagen,241
2012,Canada,Audi,229
2012,Canada,BMW,196
2012,Canada,Chevrolet,237
2012,Canada,Chrysler,207
2012,Canada,Dodge,228
2012,Canada,Ford,206
2012,Canada,Honda,239
2012,Canada,Hyundai,220
2012,Canada,Jeep,220
2012,Canada,Kia,242
2012,Canada,Land Rover,239
2012,Canada,Lexus,211
2012,Canada,Mazda,254
2012,Canada,Mercedes-Benz,227
2012,Canada,Nissan,215
2012,Canada,Subaru,242
2012,Canada,Toyota,219
2012,Canada,Volkswagen,213
2012,France,Audi,213
2012,France,BMW,209
2012,France,Chevrolet,205
2012,France,Chrysler,245
2012,France,Dodge,229
2012,France,Ford,216
2012,France,Honda,222
2012,France,Hyundai,211
2012,France,Jeep,226
2012,France,Kia,246
2012,France,Land Rover,228
2012,France,Lexus,240
2012,France,Mazda,233
2012,France,Mercedes-Benz,212
2012,France,Nissan,203
2012,France,Subaru,241
2012,France,Toyota,218
2012,France,Volkswagen,238
2012,Germany,Audi,213
2012,Germany,BMW,222
2012,Germany,Chevrolet,232
2012,Germany,Chrysler,209
2012,Germany,Dodge,227
2012,Germany,Ford,243
2012,Germany,Honda,230
2012,Germany,Hyundai,224
2012,Germany,Jeep,202
2012,Germany,Kia,226
2012,Germany,Land Rover,198
2012,Germany,Lexus,234
2012,Germany,Mazda,238
2012,Germany,Mercedes-Benz,221
2012,Germany,Nissan,209
2012,Germany,Subaru,232
2012,Germany,Toyota,208
2012,Germany,Volkswagen,229
2012,Italy,Audi,227
2012,Italy,BMW,229
2012,Italy,Chevrolet,227
2012,Italy,Chrysler,222
2012,Italy,Dodge,211
2012,Italy,Ford,190
2012,Italy,Honda,203
2012,Italy,Hyundai,236
2012,Italy,Jeep,224
2012,Italy,Kia,225
2012,Italy,Land Rover,217
2012,Italy,Lexus,219
2012,Italy,Mazda,228
2012,Italy,Mercedes-Benz,227
2012,Italy,Nissan,215
2012,Italy,Subaru,203
2012,Italy,Toyota,222
2012,Italy,Volkswagen,212
2012,Japan,Audi,217
2012,Japan,BMW,237
2012,Japan,Chevrolet,211
2012,Japan,Chrysler,193
2012,Japan,Dodge,242
2012,Japan,Ford,241
2012,Japan,Honda,217
2012,Japan,Hyundai,254
2012,Japan,Jeep,218
2012,Japan,Kia,213
2012,Japan,Land Rover,232
2012,Japan,Lexus,243
2012,Japan,Mazda,205
2012,Japan,Mercedes-Benz,247
2012,Japan,Nissan,201
2012,Japan,Subaru,207
2012,Japan,Toyota,183
2012,Japan,Volkswagen,202
2012,Mexico,Audi,218
2012,Mexico,BMW,213
2012,Mexico,Chevrolet,228
2012,Mexico,Chrysler,229
2012,Mexico,Dodge,255
2012,Mexico,Ford,218
2012,Mexico,Honda,250
2012,Mexico,Hyundai,203
2012,Mexico,Jeep,213
2012,Mexico,Kia,208
2012,Mexico,Land Rover,229
2012,Mexico,Lexus,205
2012,Mexico,Mazda,237
2012,Mexico,Mercedes-Benz,229
2012,Mexico,Nissan,223
2012,Mexico,Subaru,204
2012,Mexico,Toyota,196
2012,Mexico,Volkswagen,222
2012,UK,Audi,205
2012,UK,BMW,207
2012,UK,Chevrolet,251
2012,UK,Chrysler,225
2012,UK,Dodge,234
2012,UK,Ford,221
2012,UK,Honda,231
2012,UK,Hyundai,244
2012,UK,Jeep,230
2012,UK,Kia,227
2012,UK,Land Rover,216
2012,UK,Lexus,213
2012,UK,Mazda,232
2012,UK,Mercedes-Benz,236
2012,UK,Nissan,208
2012,UK,Subaru,224
2012,UK,Toyota,211
2012,UK,Volkswagen,210
2012,USA,Audi,222
2012,USA,BMW,205
2012,USA,Chevrolet,225
2012,USA,Chrysler,219
2012,USA,Dodge,211
2012,USA,Ford,228
2012,USA,Honda,241
2012,USA,Hyundai,235
2012,USA,Jeep,228
2012,USA,Kia,222
2012,USA,Land Rover,222
2012,USA,Lexus,219
2012,USA,Mazda,230
2012,USA,Mercedes-Benz,232
2012,USA,Nissan,232
2012,USA,Subaru,229
2012,USA,Toyota,228
2012,USA,Volkswagen,233
2013,Australia,Audi,230
2013,Australia,BMW,224
2013,Australia,Chevrolet,222
2013,Australia,Chrysler,206
2013,Australia,Dodge,232
2013,Australia,Ford,227
2013,Australia,Honda,228
2013,Australia,Hyundai,218
2013,Australia,Jeep,237
2013,Australia,Kia,226
2013,Australia,Land Rover,197
2013,Australia,Lexus,214
2013,Australia,Mazda,231
2013,Australia,Mercedes-Benz,245
2013,Australia,Nissan,226
2013,Australia,Subaru,227
2013,Australia,Toyota,239
2013,Australia,Volkswagen,210
2013,Brazil,Audi,216
2013,Brazil,BMW,236
2013,Brazil,Chevrolet,225
2013,Brazil,Chrysler,222
2013,Brazil,Dodge,224
2013,Brazil,Ford,229
2013,Brazil,Honda,242
2013,Brazil,Hyundai,208
2013,Brazil,Jeep,205
2013,Brazil,Kia,233
2013,Brazil,Land Rover,238
2013,Brazil,Lexus,241
2013,Brazil,Mazda,211
2013,Brazil,Mercedes-Benz,205
2013,Brazil,Nissan,240
2013,Brazil,Subaru,234
2013,Brazil,Toyota,236
2013,Brazil,Volkswagen,202
2013,Canada,Audi,213
2013,Canada,BMW,230
2013,Canada,Chevrolet,257
2013,Canada,Chrysler,230
2013,Canada,Dodge,217
2013,Canada,Ford,249
2013,Canada,Honda,227
2013,Canada,Hyundai,218
2013,Canada,Jeep,234
2013,Canada,Kia,222
2013,Canada,Land Rover,193
2013,Canada,Lexus,211
2013,Canada,Mazda,244
2013,Canada,Mercedes-Benz,234
2013,Canada,Nissan,231
2013,Canada,Subaru,206
2013,Canada,Toyota,212
2013,Canada,Volkswagen,224
2013,France,Audi,245
2013,France,BMW,236
2013,France,Chevrolet,223
2013,France,Chrysler,206
2013,France,Dodge,239
2013,France,Ford,238
2013,France,Honda,218
2013,France,Hyundai,207
2013,France,Jeep,225
2013,France,Kia,210
2013,France,Land Rover,238
2013,France,Lexus,230
2013,France,Mazda,209
2013,France,Mercedes-Benz,226
2013,France,Nissan,229
2013,France,Subaru,207
2013,France,Toyota,225
2013,France,Volkswagen,225
2013,Germany,Audi,196
2013,Germany,BMW,204
2013,Germany,Chevrolet,218
2013,Germany,Chrysler,206
2013,Germany,Dodge,241
2013,Germany,Ford,200
2013,Germany,Honda,195
2013,Germany,Hyundai,224
2013,Germany,Jeep,168
2013,Germany,Kia,211
2013,Germany,Land Rover,207
2013,Germany,Lexus,224
2013,Germany,Mazda,193
2013,Germany,Mercedes-Benz,245
2013,Germany,Nissan,183
2013,Germany,Subaru,210
2013,Germany,Toyota,234
2013,Germany,Volkswagen,192
2013,Italy,Audi,230
2013,Italy,BMW,230
2013,Italy,Chevrolet,207
2013,Italy,Chrysler,203
2013,Italy,Dodge,225
2013,Italy,Ford,225
2013,Italy,Honda,200
2013,Italy,Hyundai,217
2013,Italy,Jeep,239
2013,Italy,Kia,222
2013,Italy,Land Rover,217
2013,Italy,Lexus,217
2013,Italy,Mazda,218
2013,Italy,Mercedes-Benz,240
2013,Italy,Nissan,237
2013,Italy,Subaru,210
2013,Italy,Toyota,208
2013,Italy,Volkswagen,238
2013,Japan,Audi,213
2013,Japan,BMW,250
2013,Japan,Chevrolet,216
2013,Japan,Chrysler,231
2013,Japan,Dodge,204
2013,Japan,Ford,188
2013,Japan,Honda,212
2013,Japan,Hyundai,222
2013,Japan,Jeep,264
2013,Japan,Kia,223
2013,Japan,Land Rover,200
2013,Japan,Lexus,232
2013,Japan,Mazda,211
2013,Japan,Mercedes-Benz,256
2013,Japan,Nissan,211
2013,Japan,Subaru,225
2013,Japan,Toyota,231
2013,Japan,Volkswagen,237
2013,Mexico,Audi,237
2013,Mexico,BMW,189
2013,Mexico,Chevrolet,228
2013,Mexico,Chrysler,237
2013,Mexico,Dodge,203
2013,Mexico,Ford,231
2013,Mexico,Honda,204
2013,Mexico,Hyundai,227
2013,Mexico,Jeep,219
2013,Mexico,Kia,234
2013,Mexico,Land Rover,228
2013,Mexico,Lexus,213
2013,Mexico,Mazda,234
2013,Mexico,Mercedes-Benz,193
2013,Mexico,Nissan,201
2013,Mexico,Subaru,229
2013,Mexico,Toyota,214
2013,Mexico,Volkswagen,247
2013,UK,Audi,238
2013,UK,BMW,250
2013,UK,Chevrolet,232
2013,UK,Chrysler,206
2013,UK,Dodge,216
2013,UK,Ford,193
2013,UK,Honda,237
2013,UK,Hyundai,220
2013,UK,Jeep,208
2013,UK,Kia,241
2013,UK,Land Rover,231
2013,UK,Lexus,201
2013,UK,Mazda,212
2013,UK,Mercedes-Benz,220
2013,UK,Nissan,212
2013,UK,Subaru,206
2013,UK,Toyota,206
2013,UK,Volkswagen,227
2013,USA,Audi,227
2013,USA,BMW,223
2013,USA,Chevrolet,231
2013,USA,Chrysler,234
2013,USA,Dodge,243
2013,USA,Ford,232
2013,USA,Honda,227
2013,USA,Hyundai,222
2013,USA,Jeep,191
2013,USA,Kia,216
2013,USA,Land Rover,234
2013,USA,Lexus,232
2013,USA,Mazda,220
2013,USA,Mercedes-Benz,204
2013,USA,Nissan,219
2013,USA,Subaru,229
2013,USA,Toyota,215
2013,USA,Volkswagen,209
2014,Australia,Audi,239
2014,Australia,BMW,215
2014,Australia,Chevrolet,230
2014,Australia,Chrysler,235
2014,Australia,Dodge,229
2014,Australia,Ford,215
2014,Australia,Honda,211
2014,Australia,Hyundai,240
2014,Australia,Jeep,223
2014,Australia,Kia,227
2014,Australia,Land Rover,213
2014,Australia,Lexus,263
2014,Australia,Mazda,214
2014,Australia,Mercedes-Benz,206
2014,Australia,Nissan,219
2014,Australia,Subaru,241
2014,Australia,Toyota,188
2014,Australia,Volkswagen,249
2014,Brazil,Audi,233
2014,Brazil,BMW,209
2014,Brazil,Chevrolet,184
2014,Brazil,Chrysler,199
2014,Brazil,Dodge,228
2014,Brazil,Ford,216
2014,Brazil,Honda,227
2014,Brazil,Hyundai,219
2014,Brazil,Jeep,206
2014,Brazil,Kia,236
2014,Brazil,Land Rover,258
2014,Brazil,Lexus,205
2014,Brazil,Mazda,224
2014,Brazil,Mercedes-Benz,246
2014,Brazil,Nissan,225
2014,Brazil,Subaru,224
2014,Brazil,Toyota,227
2014,Brazil,Volkswagen,215
2014,Canada,Audi,206
2014,Canada,BMW,235
2014,Canada,Chevrolet,234
2014,Canada,Chrysler,207
2014,Canada,Dodge,236
2014,Canada,Ford,213
2014,Canada,Honda,237
2014,Canada,Hyundai,225
2014,Canada,Jeep,239
2014,Canada,Kia,225
2014,Canada,Land Rover,211
2014,Canada,Lexus,245
2014,Canada,Mazda,224
2014,Canada,Mercedes-Benz,206
2014,Canada,Nissan,208
2014,Canada,Subaru,240
2014,Canada,Toyota,228
2014,Canada,Volkswagen,202
2014,France,Audi,203
2014,France,BMW,225
2014,France,Chevrolet,221
2014,France,Chrysler,252
2014,France,Dodge,223
2014,France,Ford,207
2014,France,Honda,219
2014,France,Hyundai,213
2014,France,Jeep,210
2014,France,Kia,228
2014,France,Land Rover,204
2014,France,Lexus,216
2014,France,Mazda,224
2014,France,Mercedes-Benz,189
2014,France,Nissan,212
2014,France,Subaru,199
2014,France,Toyota,227
2014,France,Volkswagen,214
2014,Germany,Audi,233
2014,Germany,BMW,202
2014,Germany,Chevrolet,221
2014,Germany,Chrysler,248
2014,Germany,Dodge,203
2014,Germany,Ford,217
2014,Germany,Honda,216
2014,Germany,Hyundai,215
2014,Germany,Jeep,199
2014,Germany,Kia,251
2014,Germany,Land Rover,221
2014,Germany,Lexus,221
2014,Germany,Mazda,234
2014,Germany,Mercedes-Benz,227
2014,Germany,Nissan,247
2014,Germany,Subaru,240
2014,Germany,Toyota,241
2014,Germany,Volkswagen,252
2014,Italy,Audi,247
2014,Italy,BMW,240
2014,Italy,Chevrolet,229
2014,Italy,Chrysler,215
2014,Italy,Dodge,235
2014,Italy,Ford,218
2014,Italy,Honda,220
2014,Italy,Hyundai,226
2014,Italy,Jeep,211
2014,Italy,Kia,230
2014,Italy,Land Rover,197
2014,Italy,Lexus,228
2014,Italy,Mazda,193
2014,Italy,Mercedes-Benz,232
2014,Italy,Nissan,215
2014,Italy,Subaru,227
2014,Italy,Toyota,201
2014,Italy,Volkswagen,231
2014,Japan,Audi,230
2014,Japan,BMW,207
2014,Japan,Chevrolet,233
2014,Japan,Chrysler,230
2014,Japan,Dodge,213
2014,Japan,Ford,214
2014,Japan,Honda,223
2014,Japan,Hyundai,233
2014,Japan,Jeep,222
2014,Japan,Kia,237
2014,Japan,Land Rover,215
2014,Japan,Lexus,225
2014,Japan,Mazda,219
2014,Japan,Mercedes-Benz,224
2014,Japan,Nissan,220
2014,Japan,Subaru,193
2014,Japan,Toyota,254
2014,Japan,Volkswagen,237
2014,Mexico,Audi,216
2014,Mexico,BMW,200
2014,Mexico,Chevrolet,188
2014,Mexico,Chrysler,232
2014,Mexico,Dodge,219
2014,Mexico,Ford,226
2014,Mexico,Honda,236
2014,Mexico,Hyundai,209
2014,Mexico,Jeep,248
2014,Mexico,Kia,213
2014,Mexico,Land Rover,240
2014,Mexico,Lexus,218
2014,Mexico,Mazda,218
2014,Mexico,Mercedes-Benz,214
2014,Mexico,Nissan,236
2014,Mexico,Subaru,233
2014,Mexico,Toyota,231
2014,Mexico,Volkswagen,214
2014,UK,Audi,186
2014,UK,BMW,226
2014,UK,Chevrolet,234
2014,UK,Chrysler,220
2014,UK,Dodge,205
2014,UK,Ford,223
2014,UK,Honda,217
2014,UK,Hyundai,215
2014,UK,Jeep,218
2014,UK,Kia,223
2014,UK,Land Rover,213
2014,UK,Lexus,227
2014,UK,Mazda,213
2014,UK,Mercedes-Benz,210
2014,UK,Nissan,201
2014,UK,Subaru,220
2014,UK,Toyota,223
2014,UK,Volkswagen,220
2014,USA,Audi,229
2014,USA,BMW,212
2014,USA,Chevrolet,239
2014,USA,Chrysler,230
2014,USA,Dodge,218
2014,USA,Ford,212
2014,USA,Honda,217
2014,USA,Hyundai,239
2014,USA,Jeep,229
2014,USA,Kia,200
2014,USA,Land Rover,216
2014,USA,Lexus,209
2014,USA,Mazda,229
2014,USA,Mercedes-Benz,245
2014,USA,Nissan,231
2014,USA,Subaru,232
2014,USA,Toyota,206
2014,USA,Volkswagen,190
2015,Australia,Audi,224
2015,Australia,BMW,225
2015,Australia,Chevrolet,242
2015,Australia,Chrysler,233
2015,Australia,Dodge,219
2015,Australia,Ford,221
2015,Australia,Honda,221
2015,Australia,Hyundai,220
2015,Australia,Jeep,188
2015,Australia,Kia,231
2015,Australia,Land Rover,218
2015,Australia,Lexus,217
2015,Australia,Mazda,220
2015,Australia,Mercedes-Benz,218
2015,Australia,Nissan,248
2015,Australia,Subaru,222
2015,Australia,Toyota,240
2015,Australia,Volkswagen,216
2015,Brazil,Audi,233
2015,Brazil,BMW,230
2015,Brazil,Chevrolet,218
2015,Brazil,Chrysler,217
2015,Brazil,Dodge,234
2015,Brazil,Ford,228
2015,Brazil,Honda,219
2015,Brazil,Hyundai,287
2015,Brazil,Jeep,247
2015,Brazil,Kia,224
2015,Brazil,Land Rover,226
2015,Brazil,Lexus,229
2015,Brazil,Mazda,212
2015,Brazil,Mercedes-Benz,203
2015,Brazil,Nissan,233
2015,Brazil,Subaru,216
2015,Brazil,Toyota,221
2015,Brazil,Volkswagen,209
2015,Canada,Audi,228
2015,Canada,BMW,177
2015,Canada,Chevrolet,230
2015,Canada,Chrysler,226
2015,Canada,Dodge,259
2015,Canada,Ford,231
2015,Canada,Honda,215
2015,Canada,Hyundai,219
2015,Canada,Jeep,241
2015,Canada,Kia,217
2015,Canada,Land Rover,210
2015,Canada,Lexus,224
2015,Canada,Mazda,211
2015,Canada,Mercedes-Benz,193
2015,Canada,Nissan,210
2015,Canada,Subaru,229
2015,Canada,Toyota,211
2015,Canada,Volkswagen,243
2015,France,Audi,236
2015,France,BMW,223
2015,France,Chevrolet,242
2015,France,Chrysler,220
2015,France,Dodge,213
2015,France,Ford,246
2015,France,Honda,240
2015,France,Hyundai,237
2015,France,Jeep,217
2015,France,Kia,202
2015,France,Land Rover,225
2015,France,Lexus,195
2015,France,Mazda,217
2015,France,Mercedes-Benz,256
2015,France,Nissan,203
2015,France,Subaru,210
2015,France,Toyota,220
2015,France,Volkswagen,217
2015,Germany,Audi,223
2015,Germany,BMW,202
2015,Germany,Chevrolet,216
2015,Germany,Chrysler,222
2015,Germany,Dodge,240
2015,Germany,Ford,227
2015,Germany,Honda,213
2015,Germany,Hyundai,219
2015,Germany,Jeep,223
2015,Germany,Kia,220
2015,Germany,Land Rover,227
2015,Germany,Lexus,213
2015,Germany,Mazda,187
2015,Germany,Mercedes-Benz,229
2015,Germany,Nissan,215
2015,Germany,Subaru,239
2015,Germany,Toyota,267
2015,Germany,Volkswagen,238
2015,Italy,Audi,234
2015,Italy,BMW,222
2015,Italy,Chevrolet,242
2015,Italy,Chrysler,209
2015,Italy,Dodge,219
2015,Italy,Ford,239
2015,Italy,Honda,226
2015,Italy,Hyundai,214
2015,Italy,Jeep,229
2015,Italy,Kia,205
2015,Italy,Land Rover,256
2015,Italy,Lexus,213
2015,Italy,Mazda,248
2015,Italy,Mercedes-Benz,207
2015,Italy,Nissan,222
2015,Italy,Subaru,228
2015,Italy,Toyota,237
2015,Italy,Volkswagen,212
2015,Japan,Audi,205
2015,Japan,BMW,221
2015,Japan,Chevrolet,260
2015,Japan,Chrysler,239
2015,Japan,Dodge,212
2015,Japan,Ford,260
2015,Japan,Honda,209
2015,Japan,Hyundai,214
2015,Japan,Jeep,215
2015,Japan,Kia,229
2015,Japan,Land Rover,199
2015,Japan,Lexus,245
2015,Japan,Mazda,213
2015,Japan,Mercedes-Benz,269
2015,Japan,Nissan,241
2015,Japan,Subaru,228
2015,Japan,Toyota,226
2015,Japan,Volkswagen,238
2015,Mexico,Audi,243
2015,Mexico,BMW,250
2015,Mexico,Chevrolet,230
2015,Mexico,Chrysler,204
2015,Mexico,Dodge,230
2015,Mexico,Ford,215
2015,Mexico,Honda,237
2015,Mexico,Hyundai,230
2015,Mexico,Jeep,216
2015,Mexico,Kia,219
2015,Mexico,Land Rover,227
2015,Mexico,Lexus,220
2015,Mexico,Mazda,216
2015,Mexico,Mercedes-Benz,230
2015,Mexico,Nissan,232
2015,Mexico,Subaru,221
2015,Mexico,Toyota,210
2015,Mexico,Volkswagen,203
2015,UK,Audi,227
2015,UK,BMW,236
2015,UK,Chevrolet,207
2015,UK,Chrysler,245
2015,UK,Dodge,230
2015,UK,Ford,214
2015,UK,Honda,209
2015,UK,Hyundai,236
2015,UK,Jeep,226
2015,UK,Kia,231
2015,UK,Land Rover,226
2015,UK,Lexus,219
2015,UK,Mazda,228
2015,UK,Mercedes-Benz,221
2015,UK,Nissan,224
2015,UK,Subaru,227
2015,UK,Toyota,238
2015,UK,Volkswagen,193
2015,USA,Audi,215
2015,USA,BMW,219
2015,USA,Chevrolet,222
2015,USA,Chrysler,211
2015,USA,Dodge,225
2015,USA,Ford,227
2015,USA,Honda,207
2015,USA,Hyundai,229
2015,USA,Jeep,206
2015,USA,Kia,213
2015,USA,Land Rover,232
2015,USA,Lexus,238
2015,USA,Mazda,199
2015,USA,Mercedes-Benz,223
2015,USA,Nissan,207
2015,USA,Subaru,220
2015,USA,Toyota,252
2015,USA,Volkswagen,232
2016,Australia,Audi,231
2016,Australia,BMW,213
2016,Australia,Chevrolet,211
2016,Australia,Chrysler,204
2016,Australia,Dodge,223
2016,Australia,Ford,246
2016,Australia,Honda,203
2016,Australia,Hyundai,200
2016,Australia,Jeep,239
2016,Australia,Kia,216
2016,Australia,Land Rover,223
2016,Australia,Lexus,217
2016,Australia,Mazda,229
2016,Australia,Mercedes-Benz,212
2016,Australia,Nissan,225
2016,Australia,Subaru,218
2016,Australia,Toyota,246
2016,Australia,Volkswagen,222
2016,Brazil,Audi,206
2016,Brazil,BMW,234
2016,Brazil,Chevrolet,247
2016,Brazil,Chrysler,218
2016,Brazil,Dodge,208
2016,Brazil,Ford,223
2016,Brazil,Honda,187
2016,Brazil,Hyundai,221
2016,Brazil,Jeep,201
2016,Brazil,Kia,232
2016,Brazil,Land Rover,237
2016,Brazil,Lexus,219
2016,Brazil,Mazda,213
2016,Brazil,Mercedes-Benz,235
2016,Brazil,Nissan,216
2016,Brazil,Subaru,196
2016,Brazil,Toyota,223
2016,Brazil,Volkswagen,220
2016,Canada,Audi,258
2016,Canada,BMW,219
2016,Canada,Chevrolet,218
2016,Canada,Chrysler,239
2016,Canada,Dodge,223
2016,Canada,Ford,220
2016,Canada,Honda,255
2016,Canada,Hyundai,231
2016,Canada,Jeep,225
2016,Canada,Kia,237
2016,Canada,Land Rover,240
2016,Canada,Lexus,247
2016,Canada,Mazda,232
2016,Canada,Mercedes-Benz,212
2016,Canada,Nissan,195
2016,Canada,Subaru,239
2016,Canada,Toyota,214
2016,Canada,Volkswagen,223
2016,France,Audi,226
2016,France,BMW,224
2016,France,Chevrolet,253
2016,France,Chrysler,206
2016,France,Dodge,221
2016,France,Ford,204
2016,France,Honda,236
2016,France,Hyundai,244
2016,France,Jeep,224
2016,France,Kia,219
2016,France,Land Rover,218
2016,France,Lexus,248
2016,France,Mazda,197
2016,France,Mercedes-Benz,239
2016,France,Nissan,194
2016,France,Subaru,218
2016,France,Toyota,223
2016,France,Volkswagen,235
2016,Germany,Audi,214
2016,Germany,BMW,210
2016,Germany,Chevrolet,224
2016,Germany,Chrysler,228
